"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P04458",3210537.14760266,421672.345081638,18285.9627969905,150944.631328533,17380.9258174672,14261.6604879607,27760.3058370319,20888.2342694112,60805.8044596086,102924.685860281
"P04459",910713.761366676,81114.649576086,77443.261280069,620456.466500475,25043.2532726161,28262.9735810785,24924.249407652,94510.8128122074,11750.3754949413,18452.7055082287
"P04460",2368409.53347406,419594.416347534,31041.6085994606,118581.394323358,20449.8678752,5561.21307484715,27826.3433704282,23459.6042606904,21935.4075803245,44095.8783735419
"P04461",145301.197355056,2130.98717922068,2814753.75019071,486823267.919517,56185.6552161274,65600891.2215704,19283.953561854,2473755161.2478,2995.72407468698,2792.37311577819
"P04462",1817315.51351126,420321.71833618,38814.7707029727,42433.805593093,20371.5129768113,2660.9599504088,27437.2603829596,10556.2191908365,16007.6655961286,18881.7528441675
"P04463",462144.963169582,24612.6454765438,151706.28955908,1265006.97574579,26989.335416417,54334.6136014909,24999.2553609672,548836.453995153,8950.84906527295,9173.38960299432
"P04464",4274117.41096561,922896.742092885,2391.46958188601,20857.6555783143,10284.1971330283,2064.98376530571,21023.939032326,939.311143372685,99468.9612153876,185302.255112557
"P04465",1901715.78912754,245400.298992923,18335.7759261851,268596.391832038,20425.8787918222,25367.6828681281,27724.4779441818,40137.186020343,39113.6596468606,49387.1387532584
"P04466",4400304.50935438,767478.273656981,7993.4077749473,65045.6241859571,13866.6059147685,5259.30815680117,26915.8899690328,8875.10417257658,79313.4069088625,153605.131634001
"P04467",957669.965997035,71813.9976592618,91749.7277584562,266101.530497801,23553.4939377228,21045.3312258144,26191.6288956126,176610.989255212,13309.2870166736,25263.085473998
"P04468",346365.595556294,10268.9718952969,246195.734081435,2267210.99955018,28585.2211048345,158700.432689666,22879.9147542051,10309791.6859008,7482.05819786421,6183.9939623245
"P04469",766706.758358058,40951.5201963384,77175.0736021851,2669881.283281,25662.8588474364,143169.247488407,25670.8470666173,1405041.38109548,20589.7685739199,23914.351177973
"P04470",2847310.21946103,254761.116441739,11755.076847589,341406.840067279,16367.0931797014,27128.5239041683,27929.3015984057,51805.9247780456,58622.3624504153,149759.383042404
"P04471",3104656.41729587,319305.596901684,11587.0998452829,217427.126778199,16135.8492901459,17212.296385687,27918.8378737307,37104.7932470659,72870.7940760451,109622.801118343
"P04472",947790.826474703,27196.0083389682,45671.2113741688,903605.488418149,23981.3250155192,109180.701666945,25936.7835407511,474805.751082636,21508.6846399777,24771.434789413
"P04473",567197.941312822,25225.0469207123,129457.496960303,1200834.18365726,24865.5033744916,74880.6984028923,24702.7416854591,1326335.87000304,9481.88873453098,11922.1178344711
"P04474",1033743.68984244,124622.635392898,94076.0190014747,412161.804508189,22993.5290678484,27848.6027463544,26952.2146408393,185728.957367492,16853.3217323788,30422.3810704381
"P04475",921949.10712901,33345.9669315864,115010.581328664,1927069.29299406,22087.8684279893,206341.350466411,25442.2127198557,1706267.32596614,20086.6040894369,25768.5873748786
"P04476",148799.619304233,2968.05030341361,4550299.07401893,95762062.7152698,73841.7436772856,16103731.6325124,19456.8534605295,97952980.2475833,2057.81254358187,7402.23105604645
"P04477",374137.366532102,20940.3396338809,353766.058550477,1021964.94634566,29690.4619993321,86164.2017956288,23593.8454793009,1226784.52520511,6783.1570326152,7659.40898316589
"P04478",4084704.32762057,351417.647870314,9200.79490216925,170803.312672758,15305.6627712967,27626.1740918082,27491.218307572,24885.2537194406,76763.6784379208,165493.029300943
"P04479",1058413.5081032,28849.5044963458,69636.046627098,4621546.26473407,24527.5200580593,100611.439259861,26663.6094902258,664711.536911796,26485.5785962643,34229.560893588
"P04480",1809057.47073497,55512.5579469416,32521.241371078,1555526.81590117,19698.7113278422,122332.371777688,27315.6606694253,254234.360769676,52671.1073904141,80273.9549299442
"P04481",852996.126531415,41378.2782809427,63463.2888370799,3164611.7074694,23538.6264435981,174777.044676669,26041.3032407914,1655178.53347083,27705.6361655912,34946.5075685375
"P04482",3107259.18929337,158891.614475757,13061.7963404664,807716.674302734,16302.6541162495,37978.3203086819,27886.8603897913,123857.5296806,52347.5053492759,114815.258644449
"P04483",3126508.68209612,122971.62164865,23812.3317000875,452199.741964436,17189.1263090494,23743.1617949379,27901.3292577828,25014.8751353132,41773.8904275926,82956.3391428157
"P04484",1741631.79992507,198001.480636481,35105.3106836886,251416.279011299,21429.4933358685,8543.81865608603,27251.163902996,117578.710332257,24001.1659280832,31579.0758009449
"P04485",3429004.51574869,564187.153888899,5542.8962957012,89623.933400772,13232.1307200416,10711.2995337925,26717.8840660355,6893.00251010192,85380.8666912677,154496.860425064
"P04486",4334222.0073639,250472.054878774,5375.36084546077,138904.095261908,13022.3480549284,9377.77892068251,26621.3855355978,18444.3158091263,57108.224630871,13015.6804580713
"P04487",4601343.24830155,907701.058774872,5094.26570620501,13290.7205945721,13291.0987249279,787.510664684032,24375.651492624,553.887792579241,73711.130734113,140394.371838174
"P04488",2117200.50676531,173554.190896667,23839.7400924425,535836.510318253,18841.0568505199,39317.068301709,27623.3715417739,226246.963744957,40556.2849189557,85052.4122016579
"P04489",351979.725184522,212729.207838476,177987.091315164,134537.971178166,30051.0572685494,11510.7421537913,24139.5642699345,33277.7219317416,6562.28684802095,16611.0118205954
"P04490",1074508.5188537,92287.1437906908,75137.9394374883,458618.128114387,23762.5442094712,31108.1620616226,25493.4398224487,84379.1235115653,17114.8308552279,17447.2400203882
"P04491",1678413.22460619,236151.468485222,22216.1403905995,279829.832095117,17048.0267619735,33622.6076772616,27910.6707281686,39694.3748881157,43648.98728937,59563.7674890502
"P04492",3286852.07279054,177167.162627404,13511.3477398737,511641.546384407,18281.9193490486,71250.0968281179,27921.2303975909,98071.661683082,70831.9079163381,122326.726232693
"P04493",2587567.94276832,308669.355347874,28955.0619783226,240189.647587371,17308.2395055531,12563.2526759933,27931.9018468636,27342.6411223338,37768.6195732321,63543.912026893
"P04494",2824837.76270226,264128.697784366,21869.8482317377,255129.016981272,18090.0471307491,16844.1935048705,27930.8622996353,31155.4367525483,41605.1026816221,97892.4714222883
"P04495",411959.32756871,110255.070550912,149681.749819995,441205.209606423,25489.9753731614,14844.1927350073,24926.9616475499,376350.807523206,9678.94523341514,7319.22102144519
"P04496",891529.692783052,50808.1789827333,138997.509997026,1367343.93380954,24984.8487805559,107043.05399848,25969.9921253834,2364320.77460863,20210.3183297518,21933.7420872052
"P04497",2173011.26562616,160966.357338115,25360.4356149501,354564.43752053,19952.3773766212,16133.5911276796,27809.6974806792,124044.818016806,30372.4570425704,43152.4177660847
"P04498",696449.895634381,54640.7274394405,121109.740837708,448508.373321243,23971.7040432067,22606.7488656048,25489.8503770531,365494.266331731,14750.0935039157,20905.1368304777
"P04499",4555073.09915408,874243.496608775,7552.65917605455,37350.6915880274,11972.2088531411,2742.87104102637,25844.4588280955,1337.87803913929,79304.4612177188,167111.744622914
"P04500",4497248.66405759,917375.581400049,3710.23224906309,21928.1584875694,10004.744001917,1666.32711843327,23293.5977997681,1394.0635044854,99059.4724205468,180033.542306159
"P04501",195121.858081749,3622.31297070941,591611.12894319,42157238.6373955,35337.124866746,1847044.61531167,21486.5685559597,123004782.169962,5649.96469053997,4710.30392234648
"P04502",434918.857504405,12525.8237091408,108547.702756792,7214663.96233563,26749.1353327245,481733.674494861,24012.1435135922,4672516.06722253,17362.6739126828,12035.0188052673
"P04503",4462322.02986657,763552.871065231,5365.5154418641,67899.1131753337,12705.8304328402,6396.01872320151,26361.3571116633,2209.77208964762,91447.6710151193,178802.364071013
"P04504",3803483.74628168,570545.897427725,17556.5247133879,112202.24005752,16078.5938250812,12085.2174246714,27654.8126933435,13321.5357164148,58517.8931766293,91082.3912153895
"P04505",1858213.83342342,42316.096652474,22351.4920154105,1034402.1526776,17690.1422710243,62132.9773938209,27889.9837555627,709063.212476863,35611.7313431585,15755.9674089375
"P04506",2226512.7447408,202248.416264927,16794.6677804692,331421.271455291,18662.4914788701,35026.2098026392,27854.345112819,34120.704179254,58282.9412515211,95882.8952840669
"P04507",1839631.94534988,108131.641641496,37322.1905148118,639253.863878743,19014.2870151621,54405.2635530337,27240.9234335643,125672.149598279,49138.8622924356,100533.582576062
"P04508",497340.426717309,54003.411618172,168733.864650439,1329564.42407853,25756.0310383086,91412.274808631,25396.1430153508,876916.563681602,10527.9975171544,11763.039701798
"P04509",3495234.23097908,802124.381911133,13413.1530795618,65909.5762893418,15342.1611548518,5821.77282850168,27878.301119081,4033.54374628163,47924.7981369933,105018.638263819
"P04510",2954086.52969141,503109.890859037,7271.21980014753,78502.4910850087,14824.6676287716,15688.0556070833,27737.9070957006,14947.2875225303,64913.7021506034,103522.572996123
"P04511",3732378.70117848,385841.851762031,11107.1848115155,82136.2277071834,16182.2387952985,5831.7113939142,27912.7723011638,7450.68082819718,53580.585919077,103350.022802867
"P04512",1599619.06769683,88615.3018740759,32897.0493241357,998297.587358768,21020.9274732874,32925.6738137264,26911.6810917098,248785.925737267,35518.305417222,32234.6636558227
"P04513",3882079.42181138,829021.421885256,13742.0698559279,40013.7065647481,15133.8765713256,2755.14237394582,26720.1684745337,2127.42496004511,49441.3677283087,61853.3495820579
"P04514",2049687.24236989,77796.9047802,30104.2358808299,737675.579587471,20161.2974458113,37827.0909374889,27549.4090379689,118266.428833584,34626.783264385,33361.0857430293
"P04515",197884.036702168,5783.3885586813,433804.743211389,11013032.9718748,33385.8343548279,516241.830217635,21729.105456656,31330940.6014415,4439.98112989278,4385.96403217897
"P04516",294267.374357869,6904.91522736783,357140.487823197,11870938.4521849,32727.2709765015,1224975.00174612,22923.6422223233,38759078.582175,11169.3096447114,10026.0925448663
"P04517",360726.852515905,9935.26476471403,311472.787456984,8928796.63744638,30333.5195519427,1253028.62354631,23436.3197475378,28560001.2706968,10325.5050906825,9335.00827127465
"P04518",372404.307165723,26470.161704234,158192.806188968,857693.896339971,27775.5579728236,60400.1399118853,23957.2717739636,1057794.07711686,7856.73046741116,7175.81500350829
"P04519",219990.638835476,7697.01145185619,667290.919770502,4959355.94684073,36053.5819699202,171403.260727359,21118.0268886009,13955926.3108468,4072.35251392122,5162.61902886807
"P04520",417533.259124028,23329.7279032593,212268.95918912,5289480.91145589,25880.5156457176,189214.815879273,22984.0988792878,3775916.22762861,12985.6763184889,15479.5406962503
"P04521",4689503.24401212,631497.604897711,2678.27731851272,408806.258364414,9178.34317388286,28640.4655326703,25904.0210638268,18866.1469365087,92083.9356285435,174013.053506507
"P04522",4494738.9727832,907958.513940294,6537.20797567561,42851.2862282384,12944.4884151221,2882.31756920663,24248.8192255227,1550.17859633219,79314.4388868696,162339.478573756
"P04523",1138588.00493937,164568.799127862,35677.527817434,280117.459337262,23372.3711741518,16292.3155143052,26625.9655791505,63494.0965687077,16850.9640805522,18258.6633198915
"P04524",516709.393166301,17339.947695197,124862.498844133,1782241.52976079,28208.9830691129,173596.87651328,25059.2180502752,1291324.64835179,12517.1841752613,13734.7110189069
"P04525",3411837.91204612,220244.689942539,13264.3098771202,224356.00229162,15571.1286798143,22576.8992254369,27825.219327943,36993.9730799862,64473.3619408444,137538.167060291
"P04526",518048.137656214,40601.837204214,166989.490702926,413522.171181593,25619.0700029074,40325.5427111002,24444.9968664238,276713.658458585,6415.08593735078,7760.83605241981
"P04527",410129.179671209,49600.9014849731,211165.426065759,706609.364656694,29130.0877372966,27479.5536540803,24561.3193259841,1184595.30023952,6618.30158595633,6393.68633150022
"P04528",4084780.23457868,454131.630943899,6235.38369051827,252170.732621342,14493.1279696296,21922.0971586744,27344.2953339138,15071.8947066592,92517.0143269666,168963.025647222
"P04529",198179.00877901,2221.46868412796,10652875.9791587,500379069.077052,123262.184202568,59395311.3100153,21529.9615736922,4124274837.11495,1037.17125766371,2308.85349434176
"P04530",1259091.78057219,116201.015180274,86268.7968862141,661962.621069919,23705.5127934646,35840.0521196479,26470.3696113984,120094.100190041,22139.0024310142,22459.4284699591
"P04531",1645584.60508744,40714.5812675816,28415.2080072015,5757959.73209491,19031.405339107,278809.597911165,27630.1403489446,1014586.45246706,76754.5196375524,80082.041517301
"P04532",172364.259654449,83702.6156276059,1038043.15657691,606643.716486435,46335.3479795206,43704.0717644661,20552.1529290209,696358.957736328,2343.54905925278,8893.36248114516
"P04533",624072.465343892,41687.9386249843,159978.747545837,626127.060746478,24375.3493621882,29930.629099658,25446.9422845095,740557.60723007,9583.42874792795,9527.50604157641
"P04534",3338639.52156016,291047.484670006,11993.0898457443,748483.255404339,15003.0077529894,42719.8332204327,27912.7025611488,70558.5162055901,61172.7823064114,113685.621908167
"P04535",2428324.51382398,731857.588639184,12310.3609874913,67688.3962598511,17457.0270153382,8555.26849426043,27909.4879060108,9616.66946263326,37286.0614762013,83230.6292013156
"P04536",1562446.1792022,247634.517184834,51583.4856604013,159408.523319181,22012.3547605674,9715.84908471175,27177.7043253759,23124.5498551521,13008.0496095726,16831.8717026148
"P04537",211439.475032223,16435.6814558269,477870.745857451,3337892.01195574,38850.5997304761,70510.8821026287,22318.5143235152,7307633.35521324,3586.0887620407,3911.22136951089
"P04538",2794346.42741064,90867.7444561017,14275.8309142894,857542.719849895,18206.6717339187,87094.1705776795,27930.2197139904,245012.477482772,68464.2300953755,122519.350663136
"P04539",3504286.69274557,484849.871723099,8046.8038176748,86801.5614271485,14308.4457397155,5855.72584148868,27743.3077153335,8042.3067997671,63224.3306647689,105139.492001214
"P04540",3803569.43597803,524657.813907858,8581.7205356625,134547.334637649,16193.8442954335,6665.83551258212,27601.9094922892,5777.4745866674,60279.7543137508,126914.946886755
"P04541",4637015.46873887,437380.170592752,4601.14329141798,197159.976746185,12043.845567242,16567.1482682725,26645.3165408281,7418.99488919318,90107.7668797631,181319.265945316
