"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00895",116326.334139055,88859.8167072982,71324.4836826886,241756.197068625,130334.951007288,123803.05088612,119525.191747794,150742.657187153,73856.9110437106,225664.86810595,176098.717902651,132943.514742727,191234.763146932,95803.1164323747,105412.455365612,111815.577406551,170477.241085045,90552.7246457185,36396.5765745684,178925.467331997
"P00896",623345.225730657,155996.435563543,309479.404293853,623603.543004089,220400.435630246,463602.906260148,214324.638088328,716093.169886872,319512.140242131,352316.777372236,235670.615531895,232911.998436441,387807.539601107,224126.5462955,270945.214617543,539957.81699883,617914.035065492,582676.785916252,428285.515660198,179057.168114701
"P00897",73718.6323686497,52629.9430280332,165830.524491977,123028.31936041,164904.243503822,173808.922960432,212084.011432383,189535.721834123,129409.669534505,98696.9863225591,111900.798889378,242485.098661746,128267.972873328,189550.740784757,146686.532485627,154791.02542076,198472.663541479,153359.108006954,104378.22841167,119479.152753318
"P00898",128179.895786432,1427604.15284163,87538.664006717,102154.1455823,384673.614274236,492532.036685781,146519.4712638,525330.105583332,226771.443400642,440962.824625587,212150.223906958,619266.315760673,658960.136611089,715295.350320832,292000.950787011,1413388.12596522,125966.333062471,306975.270308411,252545.668650206,241191.78603287
"P00899",3290078.87690854,4954696.95099572,2676823.23823077,1781313.13268856,5512330.06764777,2963611.1648082,3348237.30391895,4537709.70975493,7665047.01593824,8130846.56486036,3229534.38990948,6021471.52729589,5598405.51259873,3226677.67160779,3484375.22433162,5218664.85779429,5726908.21459175,3142934.61781234,3194059.1258451,2347235.63820108
"P00900",453419.346329619,764067.561876468,606817.648746785,666202.476005422,1214453.17576339,746868.122550322,1461839.0837411,626915.224815274,1305808.49316084,425642.502936735,530329.107152042,382960.444075805,520254.654398247,1243584.73601806,864048.589996755,526492.900964885,464090.856972226,933399.495579247,787814.427240371,818045.752228787
"P00901",1730906.07891027,1393784.72785075,870131.20059744,1637541.70352843,880114.570085989,1208337.31303549,1272345.86312939,1000166.36584198,879525.981126316,1430911.16592956,621987.9808758,465865.109185,588496.171779627,208321.738447392,251877.826397717,124517.677142669,390727.234380651,411985.496123121,611470.507450641,824552.880436152
"P00902",2567087.49821245,10237004.9786965,9039229.29148255,8568793.76108887,4284234.70057837,15233467.1300599,6515980.27396082,7856936.40916563,8111764.38454114,11126212.8691044,21378559.8546606,13789525.8739213,9028983.5160983,8315300.33229667,12950490.9003733,16040612.2842793,11126246.2535506,3635578.33522427,9451119.54584495,7615079.95431754
"P00903",112389.334015042,250890.271971247,378560.109808544,225579.451082724,161222.819315011,272485.917402033,261452.380095234,149746.674925616,389171.621962313,197858.077363839,223733.46374455,220399.349552476,242804.10655559,185385.110153532,204525.908782487,207748.611000753,171501.297220261,245160.785427133,156618.517135843,263449.523113104
"P00904",315129.11159024,922511.561704202,346845.829035191,282237.620533775,800164.439412159,352759.972492856,260472.692864942,788253.575300968,567323.59358716,787381.742209058,161822.12602478,411675.972694905,225345.12064126,522650.00394563,648381.265323918,423502.508790565,162520.572116657,209606.333669496,111569.528647948,372287.206820221
"P00905",161073.925290289,314547.522373742,186030.854981103,113984.617672199,131658.482855026,281652.63230237,270847.91777647,103234.065357613,222417.323458588,191172.968057685,186656.331836984,312596.762269336,252639.39396681,193582.730210887,364446.666985806,203195.636734244,194772.355904221,202786.997135554,196117.203168925,188173.083925956
"P00906",169599.357740088,57132.965115708,205302.173742041,122697.505673018,53824.139526121,119808.778181498,143083.181410006,50569.3756870799,119287.362745916,89950.3678870315,87528.6144017478,99550.5797913086,116313.756864469,71511.7797403424,79907.7131088631,105680.777221857,101359.964993473,137047.294452123,77478.9119178474,127194.175317631
"P00907",97434.9021116349,934413.95599748,86170.6690944569,100658.320524074,240755.254634703,224307.582194399,135404.667844474,125174.11931282,218085.205553568,204752.551647071,153120.824628021,342283.419643308,179193.544985698,299306.317976813,311146.717335919,195963.614543148,53145.511831731,202721.025787511,131945.897660835,86966.8997410106
"P00908",126197.532048799,126668.657230264,200285.832625212,184452.065140837,208308.103341864,169108.050848411,486366.465806788,135438.460628107,102106.693023479,154040.807876912,246137.826948034,181155.947051284,126096.839507746,313316.165875208,120035.717615719,379550.46805413,292305.076780475,205686.071817308,408585.677994419,182745.474489812
"P00909",482032.67925955,145391.195489013,375259.365504153,729659.824647299,266838.083258917,333487.349502212,571710.499944559,254094.110609187,176395.404170418,398609.033835506,779211.211280405,241461.955861144,261338.287311083,392693.187400124,110337.544034249,84967.088584364,607155.495749047,491941.537674436,328694.307538026,198278.719833189
"P00910",127735.595781721,86571.4332219887,93935.3972762998,45564.2313721657,76152.0579821406,85112.4386700176,91911.9275470429,86627.4850205821,75791.5286687978,76268.7159085379,163189.357069852,129769.024249474,86438.2685523146,284540.49899542,135131.857425948,160086.121484617,181912.892756394,83168.8287861719,81828.3404537483,53044.0500283181
"P00911",2736879.5809239,527219.645702308,626010.041182419,954757.391985896,400795.531445232,1463170.91868264,1729906.0872082,1031427.61739836,646947.024231292,727050.788366984,2601287.09104189,707697.704447539,472281.715351566,388805.654766805,697479.867733487,187732.931830997,1246013.20934081,925031.760053305,635558.677333864,1583307.04237337
"P00912",243367.309091058,160741.819020912,103996.144193988,566963.763017711,96742.2929143875,239057.042136497,53446.6419807131,251460.002703795,177738.758770966,216854.69526302,130373.340850264,154739.098764869,132096.264000211,136091.031260952,216435.190503356,397264.17016383,180308.215090265,196417.382446654,115183.133097692,113258.331674674
"P00913",200352.568265796,454698.475801446,297607.417486336,219525.110762173,391748.253063541,257053.208840048,388546.670805683,311637.70463678,197632.121490167,375717.710452423,557580.582398194,284766.469345257,515238.301982551,509934.992316004,492828.300117365,1161219.68373859,160985.354300041,158695.800905169,609779.461578611,596458.851796315
"P00914",691407.127698825,1297958.83402737,931941.807522678,1110072.90281834,577986.80424315,619537.296578086,569224.797847137,1174318.30955796,590512.21274135,419299.847033805,765614.169687512,1185938.45425463,387926.3236422,760967.686939721,296487.742250779,456055.440541907,694832.28086056,648906.073497912,421980.16551286,1060182.90596436
"P00915",98702.1983883641,470892.530065743,126990.747660196,55962.0501242119,264164.824903389,347832.387279418,218925.277603348,251581.406223043,349681.759794117,323033.615415713,183473.830646013,738413.663120296,176951.197429944,770125.000855088,404676.283620605,336159.246359199,178465.907746214,183761.93093653,498576.145411418,190759.618675258
"P00916",422387.691928347,1416377.07372918,1013062.11448181,937618.09955868,1406032.38844265,796073.490063855,654482.44491415,1272851.69132713,712383.849742713,1329098.6656599,744274.171702622,2044115.23907735,754497.5920172,1637221.4474645,1054807.39648129,880691.967368621,1047214.09904604,563836.170319857,1097785.63072268,408433.596835981
"P00917",469536.922406186,178666.405042386,480858.055322516,885043.923271404,337710.466663258,313162.855863133,243203.383876795,552559.166677473,293949.04795999,644098.599811374,441138.576027846,257667.170108797,355068.4843057,487366.132848221,798890.600094452,580812.830726546,252617.703810661,208741.0152762,225930.00928852,591326.836505971
"P00918",154225.530385185,161159.535363438,284002.454559946,486004.363701605,218804.248570943,286682.091351061,138694.077489755,203783.394974686,188971.21751817,392841.467162496,140600.573847258,391590.427774118,375545.927638589,153488.51084931,378434.323569249,346523.268306582,432300.641878387,410438.514415951,206303.287842604,358119.860860697
"P00919",555869.56727253,384370.909040311,433682.153998138,559065.140740052,228847.109430114,402307.099803749,296049.290833294,286027.312724618,459418.158191385,749962.763676485,682261.740332636,654875.670813216,448503.347205314,180081.26654004,209046.202397524,291445.449999337,938545.73484383,608212.682485336,969129.44900564,408000.808386006
"P00920",921677.041420728,241792.883782525,1202259.74869306,1538186.48171002,626049.91375595,1432253.13217784,1730640.17673683,1174367.02928999,717632.107233959,1585153.04584174,451698.213042033,605941.997436989,480269.861965782,1051655.1938666,1294605.87149728,425971.272171773,842646.261580705,497116.016662628,1296711.69580342,514441.383382327
"P00921",280578.811311666,1104344.22841732,297625.430446488,274848.569159404,473536.823817618,469582.340404936,418409.169427255,461668.181459193,1163835.27883476,1140946.47119188,501739.970816753,965192.599736807,376956.289638117,1200846.55254082,680781.675421532,552688.137769677,646622.75477788,314559.396351078,243150.618870912,564580.5103361
"P00922",424522.820189144,329465.341374462,1442422.85227152,337477.835158627,719194.042366561,622385.541323635,573682.667173778,451451.802744517,1416891.77382734,471067.697818266,440773.655550099,394171.433297554,474569.438733014,621882.420924173,374420.881488913,367734.662542978,301585.561410542,710715.259832881,424146.24110081,1049499.00124933
"P00923",272123.641485737,405878.381574723,700429.138018617,1881374.89132893,658048.227829207,468089.308654088,475821.052990019,503804.288416976,746040.505019455,363509.170093737,354795.966624176,289153.688987109,899481.262338968,525494.89520779,259822.944031779,140761.808482891,1682130.06072275,719003.113332431,300981.890790201,1004950.50957654
"P00924",487307.832234206,651872.278987044,481110.879634482,928271.273073207,509611.657035978,679395.941905831,371945.82215722,1990630.43505829,835396.055832658,848933.323920172,1358406.73008993,1174915.93229974,1203079.95617888,494150.961751237,1213327.89245607,348829.048270264,1198612.29486722,1050676.23229937,328729.59819043,256879.759376468
"P00925",155071.121745048,314172.814060197,142131.740764833,90802.1548347153,245531.240810601,200418.280968615,130268.262160562,114231.060100899,251001.76992632,197968.531850176,346680.009904749,258009.067370414,179748.292321886,154237.790795415,246294.85048186,182766.251395427,107781.258238305,99492.3042547184,343744.530427765,354388.832974644
"P00926",602641.010574143,477544.957915321,1055601.19319543,1126827.74742373,586691.257644574,988504.99724681,787621.879082447,628764.08818148,399991.964988206,839669.545747385,1060405.915419,795102.578417082,976098.922416519,397861.978902912,656516.714694438,598964.477125353,591894.196574912,1780966.551279,391701.677517642,606260.572320556
"P00927",1002146.25296387,477232.042126647,808074.277468195,1323137.58729251,1562858.41759739,633068.171352213,452546.498815308,377105.034220068,703468.460564994,650879.010414223,655743.771391493,307669.861675276,519880.888645326,721527.463608742,500961.843756609,510572.550690878,1073181.09912629,1582997.53195588,1448540.20448253,743183.151986451
"P00928",1526315.40144543,757221.881243374,1325324.54454758,5248627.24577614,1174463.21040953,2499866.37677753,1915789.19537156,4742638.93249827,1141703.65838129,1126769.19693242,2432200.47403246,2984854.19686856,2804989.03387109,2473601.95234926,1625760.10659889,1907879.36911699,806050.756388662,2400502.63577952,1693391.67275821,1895584.96180231
"P00929",673187.312599238,177357.092441427,144731.889725902,314399.424772307,211764.124748939,208006.418810492,197329.385402809,414845.302654473,255960.065594789,454435.505827507,372730.135308074,241382.353456632,232138.217828832,348218.158838582,148447.751102618,369328.709666926,429995.998435638,942283.359467885,302586.453335532,199172.191800515
"P00930",237796.707005402,106559.792468715,311109.574489704,509671.815406222,89301.2983804842,312279.382964333,243498.686057171,193155.547089671,191263.677936121,220126.613053909,164399.444582929,261236.577450434,150601.298485523,313589.554977928,202883.037787997,288516.513203141,230166.34575763,331388.8154367,300164.979626811,203608.486065052
"P00931",185420.940837925,175291.574926142,158581.24020783,78808.2929153339,186663.687736224,155658.156078372,280389.3046713,154076.803743375,86462.3727521386,103218.217693365,98756.4319313883,128144.806689,109414.497032315,113820.249214067,153986.140289821,152001.877036954,256817.988342675,179884.298026289,108563.697938907,190744.251305527
"P00932",195102.159457656,148124.809569872,555303.74194221,617563.578461539,584206.332478445,193655.991949941,323670.450906465,363589.156092044,257896.845446759,264313.719731689,492099.344284531,217921.830390528,695974.030681746,164497.690810849,263269.553953631,209536.230759128,530633.648405682,223243.265562915,413775.809448805,392080.597523517
