"","G1_1","G2_2","G3_3","G1_4","G2_5","G3_1","G1_2","G2_3","G3_4","G1_5","G2_1","G3_2","G1_3","G2_4","G3_5"
"P03991",671767.439461376,217936.758727891,402163.255300916,488213.139217892,531521.951901498,223713.456694021,137656.348089242,240233.577458517,493202.655841998,412822.354629176,99671.0000369969,390861.19615415,665034.746749961,892532.053800306,464231.683549204
"P03992",9831083.81651244,521916.101218652,979538.605270994,8316301.75312965,1090580.00417089,918357.498428929,2738957.45599236,700704.992990438,1154768.80803798,6355760.24945591,293998.754448468,971141.815858489,7770468.56088647,2086661.78751069,1412779.13261354
"P03993",328483.639819681,119682.12034473,260326.341296889,277964.150207195,270296.391946968,100014.228982153,130248.745071584,180898.513343251,304028.027612014,253102.693773517,59446.8878825845,160866.338530352,460591.778658068,824235.510078614,229565.85441642
"P03994",48752.0874377208,93018.6088999736,202981.691196517,37375.7762719929,244968.502860443,100145.326847172,18130.371898964,150314.052950228,287058.888709372,39042.5274643369,70725.6476303615,174279.708875974,83196.6373512829,657869.918650929,198784.712209697
"P03995",3791073.56825997,975134.028742865,1472918.68476034,3171814.39132769,2689765.43723126,1998681.28190674,590396.406327246,911591.166351259,3176706.44493207,2237732.70659239,722241.741856461,2943057.12567467,3494799.01466835,2175616.99334483,2667246.56002695
"P03996",1440707.25230004,545846.952890382,1000132.52350548,1272088.68884494,1178689.3935159,649461.324891683,445351.850630212,611637.564367555,1423231.4979841,979386.95241458,322267.021452743,1014992.05567661,1918975.22201408,2691546.01741225,948056.51360739
"P03997",1635008.64161744,490934.568830502,734753.449334803,1440444.17169181,986912.217419735,683645.747983737,408754.504711314,669655.337768133,1190695.62317631,1110432.69409096,333234.488378569,1079815.22495744,1584271.99234814,1794340.80719754,1037030.16447443
"P03998",1423518.24081011,517246.937081308,1189875.84239354,1286404.17447502,956709.62123836,544301.252609675,440531.562365165,683626.894757736,936390.201291925,1085961.74101165,317307.882142603,952468.716545859,2688351.81211091,1969885.97362347,765424.785952662
"P03999",58120.5133193431,17994.0645494444,42003.3786970714,35521.2038194721,38687.046045216,11188.7000718983,37102.5839204413,36865.1660068021,42725.3413746304,51295.2519945512,9643.47681023537,26570.3439496141,100952.177969515,348983.293849699,28359.0768170114
"P04000",1222194.90987015,508667.783127403,972142.868209908,1097583.6319854,669046.649466312,504172.834484328,227806.492674362,544214.302064324,1126966.54742439,684048.729138645,296036.556371533,990544.60491048,1174958.65633193,1045333.34235676,940140.769241846
"P04001",92141.0725870226,23275.6856573208,67746.7239530489,43762.4524241343,57732.3990873288,23192.0506574006,51474.5308834643,45731.8050981321,49859.3751455713,61555.8555482492,15752.0957638406,48245.9033521187,117238.967821855,323322.505615579,43992.3814106601
"P04002",942296.588898776,215786.322215727,695605.734659789,688764.737841204,636129.118548544,242938.088446137,408329.442302312,503444.462389783,597510.01628272,733857.215723984,128435.50434192,629397.858047236,1105426.55332346,2285143.33800097,600367.612576588
"P04003",1809228.85610646,478715.633094204,969516.066971848,1410458.45583058,1270210.37853165,737365.271495348,341724.580359687,518499.622474441,1066172.84385668,1165858.68887314,320194.058728287,1402024.27487714,2206540.53038656,1140915.55982971,1218841.18338811
"P04004",228562.699399116,60240.6716651523,166511.833627302,127157.411924666,190687.125801402,46644.4806847234,143876.529850221,122881.996262492,202199.584783268,186140.168709392,45697.5364939137,98933.7810379031,416397.630309745,865827.892066699,168778.963161195
"P04005",738073.531577376,188970.213746531,549245.485075451,372819.500811715,560483.620916827,157386.85986595,302739.967712322,463007.832654474,465630.712189884,548743.641279084,134255.051831567,404180.60903479,1131372.67292061,2713535.10925626,352940.260001384
"P04006",313077.897975844,86566.0319658198,173132.693145108,279269.111001249,217885.02663238,111396.336614257,57087.2352413193,104165.104278899,217122.2530072,167898.920676895,53083.5370720079,183421.61496789,345587.805183798,311801.114855964,235937.971008252
"P04007",434052.165699043,351021.933714928,533384.850115753,274428.459243294,666584.418776109,332205.211715082,79450.5849735245,424894.450550555,930531.588611032,174515.310572505,197898.944291549,981977.238237659,337392.46314936,1821667.07750391,660950.511415284
"P04008",745208.921294632,225172.521042481,586129.766252006,580736.134589565,535928.395411367,321051.258869369,212653.71677139,255423.938237576,637407.540425537,461232.789758266,126922.080827873,524676.234168142,1024867.71590433,1452832.84996342,467990.673154805
"P04009",426879.613739315,204839.660557514,185438.262538371,372819.891423562,274532.980105731,113264.777805022,91000.4295832395,202791.730551999,320873.449459101,189530.05130144,106018.579285978,313125.072371714,517218.083693283,523679.616346236,232882.239279268
"P04010",2131481.22362957,722213.922271028,1701124.31373565,1964963.47896719,1478492.83911699,1017225.74045814,448439.525452998,1035668.33977248,2471993.64705297,1678487.73562269,494160.834805074,2333746.2920034,3284049.67949409,2916453.5117123,2047618.23751351
"P04011",921415.35131639,215071.831813129,491711.200403329,571929.440173192,563154.705859188,272765.430042602,301962.135568691,363232.904544766,544767.456963554,685115.061705421,165433.809542457,556345.463170067,1014243.81109596,1455218.39351049,417178.240006257
"P04012",964789.144568611,293428.128723478,681796.338292202,885873.815096555,743023.289466095,327172.858946848,403317.140695871,552344.845191409,799932.515193201,911179.925511574,234193.989201467,642674.702749434,1267431.74717283,2047295.50513292,823731.774228609
"P04013",1250344.52596775,456839.446245322,996440.488536521,1512469.32178959,967178.354599176,726568.350274766,259105.223974867,411387.100811187,1000924.82842766,965358.195821472,361940.830433366,1083463.12349191,1309797.93851733,1019943.95190474,1227252.59703809
"P04014",459754.064823063,188043.573554051,217631.377988729,308687.84263292,334495.031161684,196924.717002455,107068.341191699,184542.5203972,399114.8508882,216684.57606698,76170.4000591925,327772.697131421,509778.212166502,592507.294296337,431976.191416507
"P04015",1217807.60573307,302187.119179846,748785.180967329,970469.803554444,883600.236863763,459723.424429575,304348.07930468,517407.741445505,816847.265108378,798268.96419271,238088.958776764,921753.120957502,1361120.94545019,1783575.2872265,920520.309191882
"P04016",421683.895204645,98818.0730665122,287996.649428214,280436.328000853,252643.465844624,111546.873240691,169987.037322343,223843.543222202,249359.33219031,378496.44280599,72555.283330452,254336.195454812,834967.849180272,1263097.12132312,214246.620412058
"P04017",161756.027515095,39111.9690510255,100713.399938598,85697.506169102,97848.8192689304,33194.6221664389,66419.443469764,67132.993590543,101537.174061285,119014.390743701,27481.8306972667,59066.9596198353,291948.417161781,469743.431344045,84419.8509938425
"P04018",1463595.8037674,453467.281313721,1138037.07009395,1324760.90727422,1066790.064832,537903.471426644,410472.753083754,730856.622723346,1277025.79956663,1017955.47965717,294390.928618245,880672.266135262,2400462.45916071,2955557.55448225,1014769.5159577
"P04019",697495.742121576,190330.894435478,527680.111983599,668785.556719803,493437.196683809,319627.534153307,127875.577021059,222026.856110346,494998.216280805,429971.931645309,130145.327656705,654829.307996184,1002036.76305646,826532.707973767,615242.358280688
"P04020",161207.176069429,49874.2436888419,116851.366264724,117108.878061629,115532.089105852,58321.726095918,64173.5346281817,103960.284226992,114489.718714679,131489.88684104,32929.2574727671,111919.469806352,237780.044632676,345005.216794035,115786.7524763
"P04021",4302520.88375973,348219.292867854,840839.876610363,2648979.12831235,844556.352781549,291821.536740064,1180892.25322966,722712.807726235,937930.934992981,1896667.49231468,209079.702277035,1105824.45611478,5142358.15478036,2487363.88971141,704668.19899905
"P04022",120171.524732898,27662.24936464,56500.1949007587,81603.6285346841,54901.2903528991,40445.1771205878,46801.777930637,55283.2343794846,75350.5030948696,64575.1086542105,24775.0304373179,85709.7854011736,163177.708259886,248472.467056881,63375.2614726799
"P04023",582513.594414258,147300.386448524,344685.751147957,449161.587194159,464355.411379563,173522.14460292,184681.203229997,284603.148899931,339847.268369301,420870.505266533,92407.5642000042,305810.379992129,889545.62423001,1143544.6772037,298858.448455537
"P04024",938159.66799531,259290.831351538,742727.832360469,781575.805729689,628448.740980327,387472.87355243,308052.014128683,405518.9455332,765131.556450836,535741.964059391,175395.586721458,476978.625271988,1149698.89195523,1032624.37150717,635942.572794967
"P04025",2529051.84903932,698751.374460552,1234715.13451473,1923223.97358227,1572370.44896218,802840.408718483,553297.533930731,863492.203201056,1445914.68895813,1566826.35195279,529814.209464481,1474770.77755899,2835075.94777119,3759797.36231021,1264872.70244961
"P04026",340804.370884053,94906.8418495647,234612.580944838,253976.779114422,228535.290104252,96648.1672697038,119747.867797181,128918.974320144,260692.685171007,260329.177230951,70873.2043193513,151813.9092026,408160.359725091,703919.262147914,198353.740439856
"P04027",2004140.68981031,663088.18393767,1320769.67153545,1770508.91224406,1590220.68223437,821939.462177122,821629.555029403,1575894.97173228,2066031.97128406,1423020.14447712,447293.843529146,1334419.73989984,3085895.44544645,5114758.64183498,1134170.70424748
"P04028",1570073.1569664,477159.804570572,911168.206574587,1248259.27560815,1046269.88065155,433248.597179586,493011.090855171,792808.461473185,1095174.72526173,1078968.89106842,294425.734996235,950199.960314087,1645284.86084304,3521032.71358379,732162.064038984
"P04029",485178.842074809,98639.8131278066,299439.497449773,457894.6578685,325040.651273775,133801.509300418,115482.165510589,169543.819238385,335041.293158732,228329.02089575,72816.9858812688,256426.76603483,724318.85827651,454613.893057638,279232.745739112
"P04030",881979.084374328,327517.215891114,907766.105789918,1054629.20872576,755665.470530517,358417.257347447,313678.432562475,414138.328090741,671108.005097752,791653.880585727,166684.428480453,724127.606129976,1535827.22808769,1988696.70594176,689908.284331953
"P04031",304504.474857151,68718.8174047599,156049.408971686,194445.659439078,175815.077996312,77574.4014313709,78415.7324544408,104319.059124555,192056.834632871,180107.843310143,53398.6117880994,139126.543756639,355391.022055305,413288.106849865,182446.61083182
"P04032",1531514.88536732,478284.828645082,1104296.34153313,1317738.80169987,1570680.68749438,370683.057566219,532308.291547159,785614.283814002,1128770.86502386,922564.57216253,288342.144847823,1074424.04943007,1941156.60391117,2418667.77644293,977363.28515891
"P04033",351628.551832034,99887.4203358331,210798.90409865,343619.998246429,236248.719207334,226291.27633001,67713.6809257023,161367.630311061,273478.765399624,228400.553286094,67590.1306988494,249114.647362983,379564.554656374,385825.858466972,287572.420321638
"P04034",1286784.13227784,379635.406040768,972562.983165285,953805.201121361,833179.121152245,424756.216583623,480750.676829943,573672.520008815,960226.423511408,950056.659895941,289451.192057424,657897.26807349,2253086.20600955,2665762.23282707,977730.895394096
"P04035",5966499.32355019,1916341.00416437,3278750.34149367,3491819.2963585,3357371.85819754,2016807.18123603,1775672.27544645,3350924.88115734,4862719.05636889,3908586.12647201,1209980.08155726,3697071.17665343,5992366.23201777,8816796.8329095,3502080.79450538
"P04036",664104.980612196,166705.959708163,350824.259184432,563253.528075192,336586.950814826,194026.803451615,141423.570525837,309092.438612351,388058.0047801,304178.481933546,106684.221533478,362173.087559902,897370.108692182,911154.837580282,406948.538854154
"P04037",1422486.23129958,383434.098234445,821824.085660157,725073.525155107,575385.466585127,329657.346775623,309693.543426845,642953.080871489,631600.896268315,844663.293115141,200571.504131597,781524.226051074,1649209.28783986,2387984.36653073,777431.516948186
"P04038",281943.583847534,77186.9118915214,168684.987269853,211260.142394476,171153.584592376,114715.65213641,80779.6091955037,109267.438654408,193716.545157665,220260.724349208,52530.1258201977,222422.468120986,452815.520660945,425358.940375076,171050.047246781
"P04039",1558196.03980691,484632.666732956,1148344.06414198,1317134.75772705,1252112.36346396,492726.753247115,776783.147096193,795460.306910409,1360365.1330992,1332658.5440707,365811.583279778,1236315.66195749,2477293.85315976,2487880.84517255,929362.432050955
"P04040",185701.593915587,83437.4555240826,146616.985288837,227612.665527311,168716.347756946,81798.2237653748,51287.284362302,80630.6848943539,184760.347664368,139524.39287969,40046.5986354833,145094.890364245,283115.194141527,237179.536351551,148555.034826964
"P04041",13308793.4211248,3934414.4829497,7090485.96340924,9478480.92384635,8055483.65796429,3851127.04381017,2437265.85795033,5553489.73650531,9407733.72043228,8612552.6701132,1947805.72795473,9179405.10807376,18621343.7712176,14658869.5264301,10430447.7625575
"P04042",830641.344938765,248609.131116514,527720.014106086,580036.854079176,714900.916255645,219885.546617614,289407.034114009,423059.856164306,579736.953904438,619764.822089562,170284.15660669,431064.192893152,1023005.85770359,2030866.6299527,478162.996193147
